,ACTIVITY_TYPE,BASE_STATE_PRC_HUNTING,BASE_STATE_PRC_HUNTING_OVER_100_ACRES,STATE,ACREAGE,DURATION_days,DAILY_PRICE_BASE,TOTAL_ANNUAL_PRICE,FINAL_PRICE,final_price_less_20_acres,final_price_20_100_acres,final_price_100_plus_acres
1892,HUNTING,10.0,22.0,Massachusetts,9,217,2.73972602739726,1000.0,594.5205479452054,1302.0,,7.812000000000001
1894,HUNTING,10.0,22.0,Connecticut,177,111,7.009531082024444,2558.478844938922,778.0579501047133,,,196.47
1896,HUNTING,10.0,22.0,Florida,606,241,12.969960240620347,4734.035487826427,3125.760417989504,,,584.184
1903,HUNTING,10.0,22.0,Texas,487,175,11.626976997814715,4243.846604202371,2034.7209746175752,,,340.9
1904,HUNTING,15.0,27.0,South Carolina,831,160,16.8257094919107,6141.383964547405,2692.113518705712,,,531.84
1907,HUNTING,10.0,22.0,Oregon,256,214,8.429897913545672,3076.91273844417,1803.9981534987737,,,219.136
1919,HUNTING,10.0,22.0,Tennessee,552,15,12.378609750623392,4518.192558977538,185.6791462593509,,,314.64
1922,HUNTING,10.0,22.0,Texas,51,1,2.73972602739726,1000.0,2.73972602739726,,50.0,2.5500000000000003
1924,HUNTING,10.0,22.0,South Dakota,524,211,12.060573957046607,4402.109494322011,2544.7811049368343,,,442.25600000000003
1936,HUNTING,29.0,29.0,Kentucky,506,187,13.607089759552782,4966.587762236765,2544.52578503637,,,378.488
1938,HUNTING,10.0,22.0,Montana,192,81,7.300505744439986,2664.684596720595,591.3409652996389,,,155.51999999999998
1967,HUNTING,10.0,22.0,Massachusetts,645,92,13.380803406133067,4883.993243238569,1231.0339133642422,,,593.4
1972,HUNTING,10.0,22.0,Texas,718,272,14.117719694859485,5152.967688623712,3840.01975700178,,,781.184
1973,HUNTING,10.0,22.0,New Jersey,661,106,13.545750199624692,4944.1988228630125,1435.8495211602174,,,700.6600000000001
1983,HUNTING,32.0,32.0,Ohio,826,5,18.26232238353895,6665.747669991717,91.31161191769476,,,206.50000000000003
1989,HUNTING,10.0,22.0,Delaware,666,312,13.59688571630322,4962.863286450675,4242.228343486605,,,831.168
1996,HUNTING,19.0,31.0,Indiana,868,338,18.42602693897586,6725.499832726189,6227.99710537384,,,1173.536
1997,HUNTING,10.0,22.0,South Dakota,199,316,7.4323965126203175,2712.824727106416,2348.6372979880202,,,251.536
2006,HUNTING,16.0,28.0,Virginia,415,283,12.108603443434225,4419.640256853492,3426.7347744918857,,,469.78000000000003
2029,HUNTING,16.0,28.0,Pennsylvania,671,146,15.396828346693653,5619.842346543183,2247.9369386172734,,,391.86400000000003
2036,HUNTING,10.0,22.0,Nebraska,377,246,10.22993814512058,3733.9274229690113,2516.5647836996627,,,370.968
2044,HUNTING,10.0,22.0,Oregon,517,269,11.979745839423368,4372.607231389529,3222.551630804886,,,556.292
2053,HUNTING,10.0,22.0,Tennessee,244,20,8.229950930899532,3003.932089778329,164.59901861799065,,,185.44
2057,HUNTING,10.0,22.0,Oregon,539,260,12.231978675100988,4464.672216411861,3180.314455526257,,,560.5600000000001
2071,HUNTING,10.0,22.0,Arizona,708,231,14.019062164048888,5116.957689877844,3238.4033598952933,,,654.192
2081,HUNTING,10.0,22.0,Nevada,95,189,2.9555409603275913,1078.7724505195708,558.5972415019147,,,71.82000000000001
2098,HUNTING,11.0,23.0,Arkansas,736,65,14.614831663757027,5334.413557271315,949.9640581442068,,,478.40000000000003
2099,HUNTING,10.0,22.0,Louisiana,68,223,2.73972602739726,1000.0,610.958904109589,,1338.0,60.656000000000006
2105,HUNTING,10.0,22.0,Arizona,62,125,2.73972602739726,1000.0,342.4657534246575,,750.0,31.0
2114,HUNTING,10.0,22.0,Tennessee,509,308,11.886697860998085,4338.644719264301,3661.10294118741,,,627.088
2133,HUNTING,10.0,22.0,Hawaii,158,159,6.622635856354309,2417.262087569323,1052.9991011603352,,,100.488
2135,HUNTING,10.0,22.0,Mississippi,918,207,15.963336676451751,5826.617886904889,3304.4106920255126,,,760.104
2137,HUNTING,13.0,25.0,Oklahoma,400,111,11.232876712328768,4100.0,1246.8493150684933,,,444.0
2139,HUNTING,16.0,28.0,Pennsylvania,784,41,16.64286304165562,6074.645010204301,682.3573847078804,,,642.88
2142,HUNTING,10.0,22.0,Hawaii,485,272,11.603077739250104,4235.1233748262875,3156.037145076028,,,527.68
2161,HUNTING,10.0,22.0,South Dakota,459,57,11.287783614282958,4120.0410192132795,643.4036660141286,,,523.26
2163,HUNTING,10.0,22.0,Idaho,138,58,6.189304875311696,2259.096279488769,358.97968276807836,,,160.08
2175,HUNTING,10.0,22.0,Wyoming,260,275,8.49550122135617,3100.8579457950023,2336.2628358729467,,,286.0
2176,HUNTING,10.0,22.0,Washington,783,22,14.74290997846556,5381.1621421399295,324.34401952624233,,,654.588
2188,HUNTING,10.0,22.0,Florida,31,329,2.73972602739726,1000.0,901.3698630136986,,1974.0,40.796
2208,HUNTING,11.0,23.0,West Virginia,697,159,14.222347945561987,5191.157000130125,2261.353323344356,,,443.29200000000003
2210,HUNTING,10.0,22.0,Idaho,842,236,15.28827121128356,5580.218992118499,3608.03200586292,,,794.848
2211,HUNTING,10.0,22.0,Idaho,836,333,15.233702549802786,5560.301430678017,5072.822949084328,,,1113.552
2231,HUNTING,10.0,22.0,New Mexico,936,65,16.11908023453668,5883.464285605888,1047.740215244884,,,608.4
2233,HUNTING,10.0,22.0,Massachusetts,485,340,11.603077739250104,4235.1233748262875,3945.046431345035,,,659.6
2236,HUNTING,11.0,23.0,West Virginia,478,106,11.777927009719287,4298.94335854754,1248.4602630302445,,,506.68
2237,HUNTING,11.0,23.0,West Virginia,711,17,14.364473439843811,5243.032805542991,244.1960484773448,,,459.30600000000004
2239,HUNTING,10.0,22.0,Massachusetts,14,219,2.73972602739726,1000.0,600.0,1314.0,,12.264000000000001
2246,HUNTING,11.0,23.0,West Virginia,263,198,8.736405518568562,3188.788014277525,1729.8082926765753,,,208.29600000000002
2252,HUNTING,13.0,25.0,Oklahoma,778,277,15.66573569644481,5717.993529202356,4339.408787915212,,,862.024
2254,HUNTING,35.0,35.0,Iowa,558,87,15.697920087219838,5729.740831835241,1365.719047588126,,,485.46
2257,HUNTING,16.0,28.0,Pennsylvania,99,288,3.816390169724022,1392.982411949268,1099.1203688805183,,,114.048
2261,HUNTING,10.0,22.0,New Hampshire,580,129,12.688676626940504,4631.366968833284,1636.8392848753251,,,299.28
2288,HUNTING,10.0,22.0,Florida,948,196,16.22207860032797,5921.058689119708,3179.527405664282,,,743.2320000000001
2294,HUNTING,10.0,22.0,Texas,500,344,11.781140486294854,4300.116277497622,4052.7123272854296,,,688.0
2299,HUNTING,10.0,22.0,New Mexico,774,255,14.657935726162084,5350.146540049161,3737.7736101713313,,,789.48
2300,HUNTING,10.0,22.0,New Hampshire,864,316,15.486711353954577,5652.6496441934205,4893.800787849646,,,1092.096
2305,HUNTING,10.0,22.0,Montana,811,330,15.004197073418396,5476.531931797715,4951.385034228071,,,1070.52
2318,HUNTING,13.0,25.0,Oklahoma,583,218,13.561111100647537,4949.805551736351,2956.322219941163,,,508.376
2330,HUNTING,10.0,22.0,Colorado,603,128,12.937816547483033,4722.303039831307,1656.0405180778282,,,308.736
2342,HUNTING,11.0,23.0,Arkansas,325,35,9.711729795854986,3544.7813754870695,339.9105428549245,,,227.5
2345,HUNTING,10.0,22.0,Louisiana,104,150,5.37302674484556,1961.1547618686293,805.954011726834,,,62.400000000000006
2351,HUNTING,12.0,24.0,North Carolina,472,130,11.955496384036227,4363.756180173223,1554.2145299247095,,,245.44000000000003
2357,HUNTING,11.0,23.0,Arkansas,678,342,14.02716020775727,5119.913475831403,4797.288791052986,,,927.504
2369,HUNTING,10.0,22.0,Tennessee,718,13,14.117719694859485,5152.967688623712,183.5303560331733,,,354.692
2384,HUNTING,11.0,23.0,West Virginia,290,111,9.173898044415477,3348.472786211649,1018.302682930118,,,321.9
2388,HUNTING,29.0,29.0,Kansas,428,91,12.51445311924216,4567.775388523389,1138.8152338510365,,,389.48
2392,HUNTING,21.0,33.0,Michigan,341,180,11.91585340604883,4349.286493207823,2144.8536130887896,,,245.52
2420,HUNTING,29.0,29.0,Illinois,557,350,14.276363221047951,5210.872575682502,4996.727127366783,,,779.8000000000001
2426,HUNTING,10.0,22.0,California,493,362,11.698381826629115,4269.909366719627,4234.81422123974,,,713.864
2450,HUNTING,10.0,22.0,Tennessee,675,314,13.688448270824974,4996.2836188511155,4298.172757039042,,,847.8000000000001
2453,HUNTING,10.0,22.0,Vermont,243,256,8.213068962494985,2997.7701713106694,2102.545654398716,,,248.832
2462,HUNTING,10.0,22.0,South Dakota,385,22,10.337908821010085,3773.336719668681,227.43399406222187,,,321.85999999999996
2472,HUNTING,29.0,29.0,Kansas,862,15,17.76002709970055,6482.409891390701,266.40040649550826,,,491.34000000000003
2474,HUNTING,11.0,23.0,Arkansas,161,209,6.83546160639427,2494.943486333909,1428.6114757364026,,,134.596
2494,HUNTING,10.0,22.0,Louisiana,720,219,14.137368583553824,5160.139532997146,3096.0837197982873,,,630.72
2501,HUNTING,10.0,22.0,Rhode Island,279,354,8.800440972250264,3212.160954871347,3115.3561041765934,,,395.064
2521,HUNTING,10.0,22.0,Alaska,630,310,13.224297397550005,4826.868550105752,4099.532193240501,,,781.2
2525,HUNTING,11.0,23.0,Arkansas,483,96,11.839366795461252,4321.368880343357,1136.5792123642802,,,463.68
2531,HUNTING,10.0,22.0,Connecticut,88,172,2.8445692827216242,1038.2677881933928,489.2659166281194,,,60.544
2534,HUNTING,10.0,22.0,Alaska,554,110,12.401014492486484,4526.370289757567,1364.1115941735131,,,609.4
2539,HUNTING,29.0,29.0,Missouri,204,48,8.639827566511846,3153.5370617768235,414.71172319256857,,,195.84
2564,HUNTING,10.0,22.0,Alabama,205,231,7.543610619239599,2753.4178760224536,1742.5740530443475,,,189.42000000000002
2565,HUNTING,15.0,27.0,South Carolina,805,90,16.560399694932503,6044.545888650363,1490.4359725439253,,,724.5000000000001
2566,HUNTING,29.0,29.0,Kentucky,810,195,17.216009778155733,6283.8435690268425,3357.121906740368,,,631.8000000000001
2581,HUNTING,35.0,35.0,Iowa,332,261,12.108603443434225,4419.640256853492,3160.3454987363325,,,346.608
2583,HUNTING,29.0,29.0,Kansas,811,271,17.226633666718914,6287.7212883524035,4668.4177236808255,,,879.124
2584,HUNTING,19.0,31.0,New York,321,143,11.205322368862463,4089.942664634799,1602.361098747332,,,183.612
2591,HUNTING,29.0,29.0,Kansas,42,82,3.34656160455633,1221.4949856630603,274.41805157361904,,,34.44
2604,HUNTING,10.0,22.0,Rhode Island,221,352,7.832465119727922,2858.8497687006916,2757.0277221442284,,,311.168
2611,HUNTING,10.0,22.0,Rhode Island,387,176,10.36472575016577,3783.124898810506,1824.1917320291755,,,272.448
2619,HUNTING,29.0,29.0,Kansas,751,300,16.577153529498112,6050.6610382668105,4973.146058849434,,,901.2
2623,HUNTING,10.0,22.0,Idaho,197,6,7.394953470859664,2699.1580168637774,44.369720825157984,,,47.28
2624,HUNTING,10.0,22.0,Idaho,838,319,15.251913796651854,5566.948535777927,4865.360501131941,,,1069.288
2625,HUNTING,10.0,22.0,New Jersey,32,114,2.73972602739726,1000.0,312.32876712328766,,1710.0,36.480000000000004
2629,HUNTING,10.0,22.0,South Dakota,38,246,2.73972602739726,1000.0,673.972602739726,,1476.0,37.391999999999996
2632,HUNTING,20.0,32.0,Minnesota,517,80,14.448117102977635,5273.562742586837,1155.849368238211,,,413.6
2633,HUNTING,10.0,22.0,Nevada,313,138,9.321257412216049,3402.258955458858,1286.3335228858148,,,172.776
2634,HUNTING,10.0,22.0,South Dakota,905,157,15.849903494837012,5785.214775615509,2488.434848689411,,,568.34
2638,HUNTING,10.0,22.0,Oregon,901,310,15.814837293705677,5772.415612202572,4902.59956104876,,,1117.24
2643,HUNTING,15.0,27.0,Georgia,523,153,13.348231152885578,4872.104370803236,2042.2793663914936,,,320.076
2646,HUNTING,10.0,22.0,New Hampshire,964,189,16.35840098519011,5970.81635959439,3091.7377862009307,,,728.784
2661,HUNTING,10.0,22.0,Montana,346,349,9.800322833519743,3577.1178342347066,3420.3126688983903,,,483.016
2675,HUNTING,10.0,22.0,Tennessee,322,175,9.454319363425023,3450.8265676501333,1654.505888599379,,,225.4
2685,HUNTING,15.0,27.0,Georgia,127,238,6.577710190139742,2400.864219401006,1565.4950252532585,,,120.904
2692,HUNTING,11.0,23.0,Arkansas,978,311,16.84706834335902,6149.179945326043,5239.438254784655,,,1216.632
2696,HUNTING,29.0,29.0,Wisconsin,294,46,10.372027424724186,3785.790010024328,477.11326153731255,,,270.48
2714,HUNTING,15.0,27.0,Georgia,903,352,17.5394814531484,6401.910730399167,6173.897471508237,,,1271.424
2718,HUNTING,10.0,22.0,Alaska,984,333,16.527222804772173,6032.436323741843,5503.565193989133,,,1310.6879999999999
2724,HUNTING,10.0,22.0,Mississippi,873,235,15.567162343906682,5682.014255525939,3658.28315081807,,,820.62
2728,HUNTING,15.0,27.0,South Carolina,28,268,2.73972602739726,1000.0,734.2465753424657,,1608.0,30.016000000000002
2730,HUNTING,10.0,22.0,Idaho,228,222,7.955541694188019,2903.772718378627,1766.1302561097402,,,202.464
2732,HUNTING,10.0,22.0,Washington,49,328,2.73972602739726,1000.0,898.6301369863013,,1968.0,64.288
2738,HUNTING,10.0,22.0,North Dakota,644,90,13.370426666762233,4880.205733368215,1203.338400008601,,,579.6
2746,HUNTING,10.0,22.0,Montana,326,311,9.512860599992825,3472.1941189973813,2958.499646597769,,,405.54400000000004
2747,HUNTING,10.0,22.0,Hawaii,641,44,13.339248015698628,4868.825525729999,586.9269126907396,,,564.08
2753,HUNTING,10.0,22.0,Nebraska,827,78,15.151481066055133,5530.290589110124,1181.8155231523003,,,645.06
2756,HUNTING,10.0,22.0,Washington,386,106,10.351325969837571,3778.2339789907132,1097.2405528027825,,,409.15999999999997
2757,HUNTING,10.0,22.0,Louisiana,89,40,2.86068595154066,1044.150372312341,114.4274380616264,,,71.2
2758,HUNTING,10.0,22.0,South Dakota,146,212,6.3661777526300805,2323.6548797099795,1349.629683557577,,,123.80799999999999
2764,HUNTING,10.0,22.0,Wyoming,608,343,12.991345185464972,4741.840992694715,4456.031398614486,,,834.1759999999999
2770,HUNTING,10.0,22.0,Nevada,1,41,2.73972602739726,1000.0,112.32876712328766,820.0,,0.8200000000000001
2780,HUNTING,15.0,27.0,South Carolina,865,80,17.16646720125867,6265.760528459414,1373.3173761006935,,,692.0
2785,HUNTING,10.0,22.0,New Jersey,122,63,5.819454112071598,2124.1007509061333,366.62560906051067,,,76.86
2790,HUNTING,16.0,28.0,Virginia,687,119,15.579315646049713,5686.450210808145,1853.9385618799158,,,817.53
2792,HUNTING,10.0,22.0,Rhode Island,198,179,7.413698630136986,2706.0,1327.0520547945205,,,141.768
2796,HUNTING,10.0,22.0,Montana,122,327,5.819454112071598,2124.1007509061333,1902.9614946474123,,,159.576
2797,HUNTING,10.0,22.0,Tennessee,670,126,13.637656079820795,4977.74446913459,1718.3446660574202,,,337.68
2807,HUNTING,10.0,22.0,Nebraska,96,120,2.971055717638566,1084.4353369380767,356.52668611662796,,,115.19999999999999
2815,HUNTING,10.0,22.0,Utah,97,259,2.986489877172111,1090.0688051678205,773.5008781875767,,,100.492
2820,HUNTING,29.0,29.0,Illinois,379,86,11.776319942601118,4298.356779049408,1012.7635150636961,,,325.94
2845,HUNTING,29.0,29.0,Kentucky,687,198,15.855077154358195,5787.103161340741,3139.3052765629227,,,544.104
2858,HUNTING,10.0,22.0,Nebraska,563,13,12.501338941237474,4562.988713551678,162.51740623608717,,,278.12199999999996
2859,HUNTING,10.0,22.0,Rhode Island,518,289,11.991326070101552,4376.8340155870665,3465.4932342593484,,,598.808
2863,HUNTING,21.0,33.0,Michigan,306,218,11.287783614282958,4120.0410192132795,2460.736827913685,,,266.832
2864,HUNTING,29.0,29.0,Wisconsin,655,266,15.481414592526773,5650.716326272272,4118.056281612122,,,696.9200000000001
2877,HUNTING,10.0,22.0,Alabama,322,131,9.454319363425023,3450.8265676501333,1238.515836608678,,,168.728
2903,HUNTING,15.0,27.0,Georgia,137,344,6.831768758147219,2493.595596723735,2350.1284528026436,,,188.512
2910,HUNTING,10.0,22.0,New Jersey,254,163,8.396904057339848,3064.8699809290442,1368.6953613463952,,,165.608
2940,HUNTING,10.0,22.0,Massachusetts,608,346,12.991345185464972,4741.840992694715,4495.00543417088,,,841.472
2941,HUNTING,29.0,29.0,Wisconsin,743,328,16.488623371716454,6018.347530676506,5408.268465922997,,,974.816
2943,HUNTING,10.0,22.0,Colorado,589,62,12.786744285544579,4667.161664223771,792.7781457037639,,,365.18
2968,HUNTING,16.0,28.0,Pennsylvania,258,274,9.547284425160624,3484.7588151836276,2615.955932494011,,,282.76800000000003
2971,HUNTING,10.0,22.0,Oregon,291,288,8.98770536977313,3280.512459967192,2588.459146494661,,,335.23199999999997
2972,HUNTING,29.0,29.0,Kansas,98,149,5.111957290237418,1865.8644109366576,761.6816362453753,,,58.408
2978,HUNTING,16.0,28.0,Pennsylvania,934,297,18.165336448900284,6630.347803848604,5395.104925323384,,,1109.592
2979,HUNTING,32.0,32.0,Ohio,189,62,8.735683352374432,3188.5244236166673,541.6123678472147,,,117.18
2989,HUNTING,10.0,22.0,Idaho,572,343,12.600864660988199,4599.315601260692,4322.0965787189525,,,784.7840000000001
2991,HUNTING,16.0,28.0,Virginia,999,3,18.786797406753553,6857.181053465047,56.360392220260664,,,149.85000000000002
2992,HUNTING,17.0,29.0,Maryland,598,203,14.792466118137916,5399.250133120339,3002.870621981997,,,485.57599999999996
2995,HUNTING,10.0,22.0,Connecticut,682,168,13.759242343212822,5022.12345527268,2311.5527136597543,,,458.30400000000003
3014,HUNTING,10.0,22.0,Alabama,444,301,11.101810698626615,4052.160904998714,3341.645020286611,,,534.576
3024,HUNTING,10.0,22.0,Nebraska,795,48,14.855452909316734,5422.240311900608,713.0617396472032,,,763.2
3026,HUNTING,10.0,22.0,Nevada,634,60,13.266212866832431,4842.167696393837,795.9727720099459,,,760.8
3042,HUNTING,10.0,22.0,New Jersey,211,143,7.653208766824425,2793.421199890915,1094.4088536558927,,,120.692
3057,HUNTING,10.0,22.0,Vermont,817,153,15.059597374162129,5496.753041569177,2304.1183982468056,,,500.004
3063,HUNTING,10.0,22.0,Tennessee,360,276,9.996629193564566,3648.7696556510664,2759.06965742382,,,397.44
3079,HUNTING,10.0,22.0,New Hampshire,971,231,16.417686091178567,5992.455423280177,3792.485487062249,,,897.204
3087,HUNTING,10.0,22.0,Wyoming,61,61,2.73972602739726,1000.0,167.12328767123287,,915.0,37.21
3095,HUNTING,15.0,27.0,Georgia,745,143,15.93129247550089,5814.921753557825,2278.1748239966273,,,426.14
3105,HUNTING,17.0,29.0,Maryland,128,111,6.843763229379074,2497.973578723362,759.6577184610773,,,142.08
3117,HUNTING,32.0,32.0,Ohio,590,349,15.434479463671765,5633.585004240194,5386.633332821446,,,823.64
3121,HUNTING,15.0,27.0,South Carolina,613,250,14.45117338089952,5274.678284028325,3612.7933452248803,,,613.0
3135,HUNTING,10.0,22.0,Washington,854,29,15.396828346693653,5619.842346543183,446.50802205411594,,,941.108
3158,HUNTING,11.0,23.0,West Virginia,599,299,13.184641377345176,4812.394102730989,3942.2077718262076,,,716.404
3223,HUNTING,10.0,22.0,Idaho,716,360,14.098043420914554,5145.785848633812,5075.2956315292395,,,1031.04
3240,HUNTING,10.0,22.0,Delaware,895,354,15.76209171945431,5753.163477600823,5579.780468686826,,,1267.32
3263,HUNTING,10.0,22.0,New Mexico,42,343,2.73972602739726,1000.0,939.7260273972602,,2058.0,57.624
3271,HUNTING,15.0,27.0,South Carolina,844,338,16.95680780192134,6189.234847701289,5731.4010370494125,,,1141.088
3282,HUNTING,29.0,29.0,Illinois,268,63,9.902785868075636,3614.516841847607,623.8755096887651,,,168.84
3297,HUNTING,10.0,22.0,Texas,115,62,5.650036492474859,2062.2633197533237,350.30226253344125,,,71.30000000000001
3328,HUNTING,15.0,27.0,Georgia,602,285,14.320926637740934,5227.138222775441,4081.464091756166,,,686.28
3331,HUNTING,10.0,22.0,Nevada,449,43,11.164145892083216,4074.913250610374,480.05827335957827,,,386.14000000000004
3332,HUNTING,10.0,22.0,South Dakota,267,306,8.60910418093971,3142.323026042994,2634.3858793675513,,,326.808
3351,HUNTING,32.0,32.0,Ohio,439,6,13.313683901176793,4859.49462392953,79.88210340706075,,,105.35999999999999
3357,HUNTING,19.0,31.0,Indiana,853,91,18.266122032644628,6667.134541915289,1662.217104970661,,,776.2299999999999
3358,HUNTING,10.0,22.0,New Jersey,767,148,14.591502525651338,5325.898421862738,2159.542373796398,,,454.064
3361,HUNTING,10.0,22.0,Montana,944,202,16.187818628399445,5908.553799365797,3269.9393629366878,,,762.7520000000001
3377,HUNTING,17.0,29.0,Maryland,503,120,13.56669257067422,4951.8427882960905,1628.0031084809066,,,603.6
3385,HUNTING,10.0,22.0,Mississippi,601,355,12.916342978246378,4714.465187059928,4585.301757277464,,,853.42
3388,HUNTING,13.0,25.0,Oklahoma,620,289,13.984818726507891,5104.45883517538,4041.6126119607807,,,716.72
3394,HUNTING,10.0,22.0,Alabama,837,25,15.242810892948308,5563.625975926132,381.0702723237077,,,795.15
3408,HUNTING,29.0,29.0,Wisconsin,345,348,11.235684580567183,4101.024871907021,3910.0182340373794,,,480.24000000000007
3417,HUNTING,19.0,31.0,Indiana,728,315,16.87475704738128,6159.286322294167,5315.548469925103,,,917.28
3419,HUNTING,35.0,35.0,Iowa,551,234,15.599145676718894,5693.688172002397,3650.2000883522214,,,515.736
3422,HUNTING,10.0,22.0,New Mexico,396,300,10.484553150086562,3826.861899781595,3145.3659450259684,,,475.20000000000005
3433,HUNTING,10.0,22.0,Idaho,212,104,7.671322895753631,2800.0328569500753,797.8175811583776,,,220.48000000000002
3446,HUNTING,10.0,22.0,Nebraska,872,94,15.558243888666569,5678.759019363298,1462.4749255346574,,,819.6800000000001
3462,HUNTING,15.0,27.0,South Carolina,43,198,2.73972602739726,1000.0,542.4657534246575,,1188.0,34.056000000000004
3474,HUNTING,20.0,32.0,Minnesota,519,10,14.476036195880933,5283.753211496541,144.76036195880934,,,207.60000000000002
3477,HUNTING,21.0,33.0,Michigan,657,302,16.53981497635493,6037.032466369549,4995.0241228591885,,,793.6560000000001
3482,HUNTING,19.0,31.0,New York,51,329,2.9849500524359907,1089.5067691391366,982.0485672514409,,,67.116
3490,HUNTING,10.0,22.0,Massachusetts,548,50,12.333678169506694,4501.792531869944,616.6839084753346,,,548.0
3492,HUNTING,29.0,29.0,Wisconsin,879,120,17.934299938396055,6546.01947751456,2152.1159926075266,,,1054.8000000000002
3498,HUNTING,10.0,22.0,Vermont,668,317,13.617286156457233,4970.30944710689,4316.679711596943,,,847.024
3504,HUNTING,10.0,22.0,Colorado,224,281,7.8854474494921,2878.1883190646163,2215.81073330728,,,251.776
3513,HUNTING,16.0,28.0,Pennsylvania,249,10,9.379283896450106,3423.4386222042885,93.79283896450106,,,99.60000000000001
3514,HUNTING,29.0,29.0,Wisconsin,269,46,9.921244012458228,3621.254064547253,456.3772245730785,,,247.48
3516,HUNTING,13.0,25.0,Oklahoma,449,239,11.901019508453434,4343.872120585504,2844.343662520371,,,429.244
3524,HUNTING,17.0,29.0,Maryland,226,45,9.093775129516416,3319.227922273492,409.21988082823873,,,203.40000000000003
3531,HUNTING,32.0,32.0,Ohio,835,147,18.361544907612153,6701.963891278436,2699.1471014189865,,,490.97999999999996
3532,HUNTING,10.0,22.0,Maine,969,55,16.400769357071237,5986.280815331002,902.042314638918,,,1065.8999999999999
3545,HUNTING,10.0,22.0,New Hampshire,202,152,7.4882100363009005,2733.196663249829,1138.2079255177368,,,122.816
3550,HUNTING,21.0,33.0,Michigan,229,283,9.764852855287652,3564.1712921799926,2763.4533580464054,,,259.228
3551,HUNTING,10.0,22.0,Rhode Island,893,273,15.744470594080285,5746.731766839304,4298.2404721839175,,,975.1560000000001
3555,HUNTING,10.0,22.0,Texas,745,288,14.380714656273012,5248.96084953965,4141.645821006628,,,858.24
3561,HUNTING,10.0,22.0,New Hampshire,745,58,14.380714656273012,5248.96084953965,834.0814500638347,,,864.2
3564,HUNTING,19.0,31.0,Indiana,214,179,9.14910740236917,3339.424201864747,1637.6902250240814,,,153.224
3576,HUNTING,10.0,22.0,Utah,683,346,13.76932606925903,5025.804015279546,4764.186819963625,,,945.272
3598,HUNTING,29.0,29.0,Missouri,337,361,11.104651707629445,4053.1978732847474,4008.77926645423,,,486.62800000000004
3618,HUNTING,16.0,28.0,Pennsylvania,681,80,15.511134506415443,5661.564094841637,1240.8907605132354,,,544.8000000000001
3619,HUNTING,10.0,22.0,Utah,509,162,11.886697860998085,4338.644719264301,1925.6450534816897,,,329.832
3629,HUNTING,10.0,22.0,Alabama,71,147,2.73972602739726,1000.0,402.73972602739724,,882.0,41.748000000000005
3638,HUNTING,10.0,22.0,South Dakota,101,124,5.294964095617531,1932.661894900399,656.5755478565738,,,50.096000000000004
3640,HUNTING,29.0,29.0,Wisconsin,274,203,10.013024357487437,3654.7538904829144,2032.6439445699496,,,222.48800000000003
3644,HUNTING,19.0,31.0,Indiana,552,176,14.694045423703695,5363.326579651849,2586.1519945718505,,,388.60800000000006
3652,HUNTING,10.0,22.0,Alaska,302,177,9.156000424820911,3341.9401550596326,1620.6120751933013,,,213.816
3657,HUNTING,13.0,25.0,Oklahoma,644,138,14.252922716669325,5202.316791584303,1966.9033349003669,,,355.488
3669,HUNTING,10.0,22.0,Idaho,529,83,12.117978250721901,4423.062061513494,1005.7921948099178,,,439.07
3671,HUNTING,10.0,22.0,North Dakota,284,120,8.87894779901534,3240.8159466405987,1065.4737358818406,,,340.79999999999995
3680,HUNTING,10.0,22.0,Hawaii,252,348,8.363780046339043,3052.7797169137507,2910.595456125987,,,350.784
3686,HUNTING,10.0,22.0,Massachusetts,838,6,15.251913796651854,5566.948535777927,91.51148277991112,,,201.12
3698,HUNTING,16.0,28.0,Pennsylvania,720,298,15.94910275772609,5821.422506570023,4752.832621802375,,,858.24
3709,HUNTING,10.0,22.0,Rhode Island,481,180,11.55513093192019,4217.622790150869,2079.923567745634,,,346.32
3710,HUNTING,29.0,29.0,Missouri,511,248,13.674153200598004,4991.065918218272,3391.189993748305,,,506.91200000000003
3717,HUNTING,10.0,22.0,Idaho,447,268,11.13925367406126,4065.82759103236,2985.3199846484176,,,479.184
3718,HUNTING,10.0,22.0,Utah,730,120,14.2352062117277,5195.850267280611,1708.224745407324,,,876.0
3724,HUNTING,10.0,22.0,Idaho,421,134,10.810440246117677,3945.8106898329524,1448.5989929797688,,,225.656
3725,HUNTING,16.0,28.0,Virginia,574,151,14.240523477509253,5197.791069290877,2150.319045103897,,,346.696
3729,HUNTING,10.0,22.0,Maine,349,69,9.842718083342394,3592.5921004199736,679.1475477506252,,,240.81
3730,HUNTING,15.0,27.0,South Carolina,163,210,7.4518941360602895,2719.9413596620057,1564.8977685726609,,,136.92000000000002
3735,HUNTING,10.0,22.0,South Dakota,149,83,6.431251107290796,2347.4066541611405,533.7938419051361,,,123.67
3739,HUNTING,10.0,22.0,Massachusetts,455,79,11.238491747276958,4102.04948775609,887.8408480348797,,,359.45
3741,HUNTING,16.0,28.0,Pennsylvania,813,173,16.947876114284583,6185.974781713873,2931.982567771233,,,562.596
3748,HUNTING,16.0,28.0,Virginia,94,68,3.718768109798828,1357.3503600765723,252.87623146632032,,,63.92
3749,HUNTING,10.0,22.0,Delaware,303,317,9.171146837862553,3347.468595819832,2907.253547602429,,,384.204
